krd.alcatel.russia.expert;Alcatel Russia;Alcatel Россия;1;1;78612018702;38;44347615;14
krd.fly.russia.expert;Fly Russia;Флай Россия;1;1;78612018702;38;44347618;16
krd.htc.russia.expert;HTC Russia;НТС Россия;1;1;78612018702;38;44347627;10
krd.huawei.russia.expert;Huawei Russia;Хуавей Россия;1;1;78612018702;38;44347633;17
krd.xiaomi.russia.expert;Xiaomi Russia;Ксиаоми Россия;1;1;78612018702;38;44347639;18
