vgg-acer.russupport.com;ACER RUSSAPPORT;;7;13;78442596070;142;47133390;4;;
vgg-apple.russupport.com;APPLE RUSSUPPORT;;7;13;78442596070;142;47133399;21;;
vgg-dell.russupport.com;DELL RUSSUPPORT;;7;13;78442596070;142;47133402;9;;
vgg-hp.russupport.com;HP RUSSUPPORT;;7;13;78442596070;142;47133405;6;;
vgg-htc.russupport.com;HTC RUSSUPPORT;;7;13;78442596070;142;47133408;10;;
vgg-huawei.russupport.com;HUAWEI RUSSUPPORT;;7;13;78442596070;142;47133417;17;;
vgg-lenovo.russupport.com;LENOVO RUSSUPPORT;;7;13;78442596070;142;47133423;5;;
vgg-meizu.russupport.com;MEIZU RUSSUPPORT;;7;13;78442596070;142;47133477;20;;
vgg-msi.russupport.com;MSI RUSSUPPORT;;7;13;78442596070;142;47133480;8;;
vgg-nokia.russupport.com;NOKIA RUSSUPPORT;;7;13;78442596070;142;47133489;11;;
vgg-samsung.russupport.com;SAMSUNG RUSSUPPORT;;7;13;78442596070;142;47133495;2;;
vgg-service.russupport.com;SONY RUSSUPPORT;;7;13;78442596070;142;47133504;1;;
vgg-toshiba.russupport.com;TOSHIBA RUSSUPPORT;;7;13;78442596070;142;47133513;7;;
vgg-xiaomi.russupport.com;XIAOMI RUSSUPPORT;;7;13;78442596070;142;47133522;18;;
vgg-zte.russupport.com;ZTE RUSSUPPORT;;7;13;78442596070;142;47133525;66;;
krd-acer.russupport.com;ACER RUSSAPPORT;;7;1;78612018998;143;44547707;4;;
krd-apple.russupport.com;APPLE RUSSUPPORT;;7;1;78612018998;143;44547711;21;;
krd-dell.russupport.com;DELL RUSSUPPORT;;7;1;78612018998;143;44547729;9;;
krd-hp.russupport.com;HP RUSSUPPORT;;7;1;78612018998;143;44547785;6;;
krd-htc.russupport.com;HTC RUSSUPPORT;;7;1;78612018998;143;44547791;10;;
krd-huawei.russupport.com;HUAWEI RUSSUPPORT;;7;1;78612018998;143;44547795;17;;
krd-lenovo.russupport.com;LENOVO RUSSUPPORT;;7;1;78612018998;143;44547823;5;;
krd-meizu.russupport.com;MEIZU RUSSUPPORT;;7;1;78612018998;143;44547829;20;;
krd-msi.russupport.com;MSI RUSSUPPORT;;7;1;78612018998;143;44547835;8;;
krd-nokia.russupport.com;NOKIA RUSSUPPORT;;7;1;78612018998;143;44547843;11;;
krd-samsung.russupport.com;SAMSUNG RUSSUPPORT;;7;1;78612018998;143;44547853;2;;
krd-service.russupport.com;SONY RUSSUPPORT;;7;1;78612018998;143;47133549;1;;
krd-toshiba.russupport.com;TOSHIBA RUSSUPPORT;;7;1;78612018998;143;44547863;7;;
krd-xiaomi.russupport.com;XIAOMI RUSSUPPORT;;7;1;78612018998;143;44547869;18;;
krd-zte.russupport.com;ZTE RUSSUPPORT;;7;1;78612018998;143;44547873;66;;
nhk-acer.russupport.com;ACER RUSSAPPORT;;7;58;78555245566;144;47133579;4;;
nhk-apple.russupport.com;APPLE RUSSUPPORT;;7;58;78555245566;144;47133591;21;;
nhk-dell.russupport.com;DELL RUSSUPPORT;;7;58;78555245566;144;47133600;9;;
