sch-acer.russupport.com;ACER RUSSAPPORT;;7;43;78622258833;118;45709293;4
sch-apple.russupport.com;APPLE RUSSUPPORT;;7;43;78622258833;118;45709302;21
sch-bq.russupport.com;BQ RUSSUPPORT;;7;43;78622258833;118;45709305;37
sch-canon.russupport.com;CANON RUSSUPPORT;;7;43;78622258833;118;45709314;23
sch-dell.russupport.com;DELL RUSSUPPORT;;7;43;78622258833;118;45709320;9
sch-dexp.russupport.com;DEXP RUSSUPPORT;;7;43;78622258833;118;45709326;38
sch-digma.russupport.com;DIGMA RUSSUPPORT;;7;43;78622258833;118;45709332;39
sch-explay.russupport.com;EXPLAY RUSSUPPORT;;7;43;78622258833;118;45709338;41
sch-fly.russupport.com;FLY RUSSUPPORT;;7;43;78622258833;118;45709344;16
sch-haier.russupport.com;HAIER RUSSUPPORT;;7;43;78622258833;118;45709350;44
sch-highscreen.russupport.com;HIGHSCREEN RUSSUPPORT;;7;43;78622258833;118;45709353;45
sch-hp.russupport.com;HP RUSSUPPORT;;7;43;78622258833;118;45709356;6
sch-htc.russupport.com;HTC RUSSUPPORT;;7;43;78622258833;118;45709362;10
sch-huawei.russupport.com;HUAWEI RUSSUPPORT;;7;43;78622258833;118;45709368;17
sch-irbis.russupport.com;IRBIS RUSSUPPORT;;7;43;78622258833;118;45709374;47
sch-lenovo.russupport.com;LENOVO RUSSUPPORT;;7;43;78622258833;118;45709380;5
sch-meizu.russupport.com;MEIZU RUSSUPPORT;;7;43;78622258833;118;45709383;20
sch-motorola.russupport.com;MOTOROLA RUSSUPPORT;;7;43;78622258833;118;45709392;53
sch-msi.russupport.com;MSI RUSSUPPORT;;7;43;78622258833;118;45709395;8
sch-nikon.russupport.com;NIKON RUSSUPPORT;;7;43;78622258833;118;45709401;22
sch-nokia.russupport.com;NOKIA RUSSUPPORT;;7;43;78622258833;118;45709404;11
sch-prestigio.russupport.com;PRESTIGIO RUSSUPPORT;;7;43;78622258833;118;45709410;58
sch-samsung.russupport.com;SAMSUNG RUSSUPPORT;;7;43;78622258833;118;45709416;2
sch-sony.russupport.com;SONY RUSSUPPORT;;7;43;78622258833;118;45709422;1
sch-texet.russupport.com;TEXET RUSSUPPORT;;7;43;78622258833;118;45709425;61
sch-toshiba.russupport.com;TOSHIBA RUSSUPPORT;;7;43;78622258833;118;45709428;7
sch-xiaomi.russupport.com;XIAOMI RUSSUPPORT;;7;43;78622258833;118;45709431;18
sch-zte.russupport.com;ZTE RUSSUPPORT;;7;43;78622258833;118;45709437;66
