acer.russupport.com;ACER RUSSAPPORT;;7;;74951048288;96;;4;;;
apple.russupport.com;APPLE RUSSUPPORT;;7;;74951048288;96;;21;;;
bq.russupport.com;BQ RUSSUPPORT;;7;;74951048288;96;;37;;;
canon.russupport.com;CANON RUSSUPPORT;;7;;74951048288;96;;23;;;
dell.russupport.com;DELL RUSSUPPORT;;7;;74951048288;96;;9;;;
dexp.russupport.com;DEXP RUSSUPPORT;;7;;74951048288;96;;38;;;
digma.russupport.com;DIGMA RUSSUPPORT;;7;;74951048288;96;;39;;;
explay.russupport.com;EXPLAY RUSSUPPORT;;7;;74951048288;96;;41;;;
fly.russupport.com;FLY RUSSUPPORT;;7;;74951048288;96;;16;;;
haier.russupport.com;HAIER RUSSUPPORT;;7;;74951048288;96;;44;;;
highscreen.russupport.com;HIGHSCREEN RUSSUPPORT;;7;;74951048288;96;;45;;;
hp.russupport.com;HP RUSSUPPORT;;7;;74951048288;96;;6;;;
htc.russupport.com;HTC RUSSUPPORT;;7;;74951048288;96;;10;;;
huawei.russupport.com;HUAWEI RUSSUPPORT;;7;;74951048288;96;;17;;;
irbis.russupport.com;IRBIS RUSSUPPORT;;7;;74951048288;96;;47;;;
lenovo.russupport.com;LENOVO RUSSUPPORT;;7;;74951048288;96;;5;;;
meizu.russupport.com;MEIZU RUSSUPPORT;;7;;74951048288;96;;20;;;
motorola.russupport.com;MOTOROLA RUSSUPPORT;;7;;74951048288;96;;53;;;
msi.russupport.com;MSI RUSSUPPORT;;7;;74951048288;96;;8;;;
nikon.russupport.com;NIKON RUSSUPPORT;;7;;74951048288;96;;22;;;
nokia.russupport.com;NOKIA RUSSUPPORT;;7;;74951048288;96;;11;;;
prestigio.russupport.com;PRESTIGIO RUSSUPPORT;;7;;74951048288;96;;58;;;
samsung.russupport.com;SAMSUNG RUSSUPPORT;;7;;74951048288;96;;2;;;
sony.russupport.com;SONY RUSSUPPORT;;7;;74951048288;96;;1;;;
texet.russupport.com;TEXET RUSSUPPORT;;7;;74951048288;96;;61;;;
toshiba.russupport.com;TOSHIBA RUSSUPPORT;;7;;74951048288;96;;7;;;
xiaomi.russupport.com;XIAOMI RUSSUPPORT;;7;;74951048288;96;;18;;;
zte.russupport.com;ZTE RUSSUPPORT;;7;;74951048288;96;;66;;;
spb-acer.russupport.com;ACER RUSSUPPORT;;7;6;78127483233;97;;4;;;
spb-apple.russupport.com;APPLE RUSSUPPORT;;7;6;78127483233;97;;21;;;
spb-asus.russupport.com;ASUS RUSSUPPORT;;7;6;78127483233;97;;3;;;
spb-bq.russupport.com;BQ RUSSUPPORT;;7;6;78127483233;97;;37;;;
spb-canon.russupport.com;CANON RUSSUPPORT;;7;6;78127483233;97;;23;;;
spb-dell.russupport.com;DELL RUSSUPPORT;;7;6;78127483233;97;;9;;;
spb-dexp.russupport.com;DEXP RUSSUPPORT;;7;6;78127483233;97;;38;;;
spb-digma.russupport.com;DIGMA RUSSUPPORT;;7;6;78127483233;97;;39;;;
spb-explay.russupport.com;EXPLAY RUSSUPPORT;;7;6;78127483233;97;;41;;;
spb-fly.russupport.com;FLY RUSSUPPORT;;7;6;78127483233;97;;16;;;
spb-haier.russupport.com;HAIER RUSSUPPORT;;7;6;78127483233;97;;44;;;
spb-highscreen.russupport.com;HIGHSCREEN RUSSUPPORT;;7;6;78127483233;97;;45;;;
spb-hp.russupport.com;HP RUSSUPPORT;;7;6;78127483233;97;;6;;;
spb-htc.russupport.com;HTC RUSSUPPORT;;7;6;78127483233;97;;10;;;
spb-huawei.russupport.com;HUAWEI RUSSUPPORT;;7;6;78127483233;97;;17;;;
spb-irbis.russupport.com;IRBIS RUSSUPPORT;;7;6;78127483233;97;;47;;;
spb-lenovo.russupport.com;LENOVO RUSSUPPORT;;7;6;78127483233;97;;5;;;
spb-meizu.russupport.com;MEIZU RUSSUPPORT;;7;6;78127483233;97;;20;;;
spb-motorola.russupport.com;MOTOROLA RUSSUPPORT;;7;6;78127483233;97;;53;;;
spb-msi.russupport.com;MSI RUSSUPPORT;;7;6;78127483233;97;;8;;;
spb-nikon.russupport.com;NIKON RUSSUPPORT;;7;6;78127483233;97;;22;;;
spb-nokia.russupport.com;NOKIA RUSSUPPORT;;7;6;78127483233;97;;11;;;
spb-prestigio.russupport.com;PRESTIGIO RUSSUPPORT;;7;6;78127483233;97;;58;;;
spb-samsung.russupport.com;SAMSUNG RUSSUPPORT;;7;6;78127483233;97;;2;;;
spb-sony.russupport.com;SONY RUSSUPPORT;;7;6;78127483233;97;;1;;;
spb-texet.russupport.com;TEXET RUSSUPPORT;;7;6;78127483233;97;;61;;;
spb-toshiba.russupport.com;TOSHIBA RUSSUPPORT;;7;6;78127483233;97;;7;;;
spb-xiaomi.russupport.com;XIAOMI RUSSUPPORT;;7;6;78127483233;97;;18;;;
spb-zte.russupport.com;ZTE RUSSUPPORT;;7;6;78127483233;97;;66;;;
nsk-acer.russupport.com;ACER RUSSUPPORT;;7;9;73832842122;98;;4;;;
nsk-apple.russupport.com;APPLE RUSSUPPORT;;7;9;73832842122;98;;21;;;
nsk-asus.russupport.com;ASUS RUSSUPPORT;;7;9;73832842122;98;;3;;;
nsk-bq.russupport.com;BQ RUSSUPPORT;;7;9;73832842122;98;;37;;;
nsk-canon.russupport.com;CANON RUSSUPPORT;;7;9;73832842122;98;;23;;;
nsk-dell.russupport.com;DELL RUSSUPPORT;;7;9;73832842122;98;;9;;;
nsk-dexp.russupport.com;DEXP RUSSUPPORT;;7;9;73832842122;98;;38;;;
nsk-digma.russupport.com;DIGMA RUSSUPPORT;;7;9;73832842122;98;;39;;;
nsk-explay.russupport.com;EXPLAY RUSSUPPORT;;7;9;73832842122;98;;41;;;
nsk-fly.russupport.com;FLY RUSSUPPORT;;7;9;73832842122;98;;16;;;
nsk-haier.russupport.com;HAIER RUSSUPPORT;;7;9;73832842122;98;;44;;;
nsk-highscreen.russupport.com;HIGHSCREEN RUSSUPPORT;;7;9;73832842122;98;;45;;;
nsk-hp.russupport.com;HP RUSSUPPORT;;7;9;73832842122;98;;6;;;
nsk-htc.russupport.com;HTC RUSSUPPORT;;7;9;73832842122;98;;10;;;
nsk-huawei.russupport.com;HUAWEI RUSSUPPORT;;7;9;73832842122;98;;17;;;
nsk-irbis.russupport.com;IRBIS RUSSUPPORT;;7;9;73832842122;98;;47;;;
nsk-lenovo.russupport.com;LENOVO RUSSUPPORT;;7;9;73832842122;98;;5;;;
nsk-meizu.russupport.com;MEIZU RUSSUPPORT;;7;9;73832842122;98;;20;;;
nsk-motorola.russupport.com;MOTOROLA RUSSUPPORT;;7;9;73832842122;98;;53;;;
nsk-msi.russupport.com;MSI RUSSUPPORT;;7;9;73832842122;98;;8;;;
nsk-nikon.russupport.com;NIKON RUSSUPPORT;;7;9;73832842122;98;;22;;;
nsk-nokia.russupport.com;NOKIA RUSSUPPORT;;7;9;73832842122;98;;11;;;
nsk-prestigio.russupport.com;PRESTIGIO RUSSUPPORT;;7;9;73832842122;98;;58;;;
nsk-samsung.russupport.com;SAMSUNG RUSSUPPORT;;7;9;73832842122;98;;2;;;
nsk-sony.russupport.com;SONY RUSSUPPORT;;7;9;73832842122;98;;1;;;
nsk-texet.russupport.com;TEXET RUSSUPPORT;;7;9;73832842122;98;;61;;;
nsk-toshiba.russupport.com;TOSHIBA RUSSUPPORT;;7;9;73832842122;98;;7;;;
nsk-xiaomi.russupport.com;XIAOMI RUSSUPPORT;;7;9;73832842122;98;;18;;;
nsk-zte.russupport.com;ZTE RUSSUPPORT;;7;9;73832842122;98;;66;;;
ekb-acer.russupport.com;ACER RUSSUPPORT;;7;2;73432891124;99;;4;;;
