irk-acer.russupport.com;ACER RUSSUPPORT;;7;59;73952799406;109;44567985;4
irk-apple.russupport.com;APPLE RUSSUPPORT;;7;59;73952799406;109;44567989;21
irk-asus.russupport.com;ASUS RUSSUPPORT;;7;59;73952799406;109;44567991;3
irk-dell.russupport.com;DELL RUSSUPPORT;;7;59;73952799406;109;44567995;9
irk-hp.russupport.com;HP RUSSUPPORT;;7;59;73952799406;109;44568015;6
irk-htc.russupport.com;HTC RUSSUPPORT;;7;59;73952799406;109;44568019;10
irk-huawei.russupport.com;HUAWEI RUSSUPPORT;;7;59;73952799406;109;44568021;17
irk-lenovo.russupport.com;LENOVO RUSSUPPORT;;7;59;73952799406;109;44568027;5
irk-meizu.russupport.com;MEIZU RUSSUPPORT;;7;59;73952799406;109;44568031;20
irk-msi.russupport.com;MSI RUSSUPPORT;;7;59;73952799406;109;44568039;8
irk-nokia.russupport.com;NOKIA RUSSUPPORT;;7;59;73952799406;109;44568045;11
irk-samsung.russupport.com;SAMSUNG RUSSUPPORT;;7;59;73952799406;109;44568053;2
irk-sony.russupport.com;SONY RUSSUPPORT;;7;59;73952799406;109;44568055;1
irk-toshiba.russupport.com;TOSHIBA RUSSUPPORT;;7;59;73952799406;109;44568061;7
irk-xiaomi.russupport.com;XIAOMI RUSSUPPORT;;7;59;73952799406;109;44568063;18
irk-zte.russupport.com;ZTE RUSSUPPORT;;7;59;73952799406;109;44568065;66
kem-acer.russupport.com;ACER RUSSUPPORT;;7;60;73842457604;165;44547445;4
kem-apple.russupport.com;APPLE RUSSUPPORT;;7;60;73842457604;165;44547449;21
kem-asus.russupport.com;ASUS RUSSUPPORT;;7;60;73842457604;165;44547461;3
kem-dell.russupport.com;DELL RUSSUPPORT;;7;60;73842457604;165;44547485;9
kem-hp.russupport.com;HP RUSSUPPORT;;7;60;73842457604;165;44547549;6
kem-htc.russupport.com;HTC RUSSUPPORT;;7;60;73842457604;165;44547553;10
kem-huawei.russupport.com;HUAWEI RUSSUPPORT;;7;60;73842457604;165;44547565;17
kem-lenovo.russupport.com;LENOVO RUSSUPPORT;;7;60;73842457604;165;44547579;5
kem-meizu.russupport.com;MEIZU RUSSUPPORT;;7;60;73842457604;165;44547585;20
kem-msi.russupport.com;MSI RUSSUPPORT;;7;60;73842457604;165;44547599;8
kem-nokia.russupport.com;NOKIA RUSSUPPORT;;7;60;73842457604;165;44547613;11
kem-samsung.russupport.com;SAMSUNG RUSSUPPORT;;7;60;73842457604;165;44547629;2
kem-sony.russupport.com;SONY RUSSUPPORT;;7;60;73842457604;165;44547635;1
kem-toshiba.russupport.com;TOSHIBA RUSSUPPORT;;7;60;73842457604;165;44547651;7
kem-xiaomi.russupport.com;XIAOMI RUSSUPPORT;;7;60;73842457604;165;44547659;18
kem-zte.russupport.com;ZTE RUSSUPPORT;;7;60;73842457604;165;44547667;66
