spb.acer-centre.com;Acer Centre;2;6;78126497200;44;42949524;4;;
spb.apple.centre.services;Apple Centre;2;6;78126497200;44;42949529;21;;
spb.asus-centre.com;Asus Centre;2;6;78126497200;44;42949534;3;;
spb.canon-centre.com;Сanon Centre;2;6;78126497200;44;42949544;23;;
spb.dell.centre.services;Dell Centre;2;6;78126497200;44;42949554;9;;
spb.hp-centre.com;HP Centre;2;6;78126497200;44;42949564;6;;
spb.htc-centre.com;HTC Centre;2;6;78126497200;44;42949569;10;;
spb.huawei-centre.com;Huawei Centre;2;6;78126497200;44;42949584;17;;
spb.lenovo-centre.com;Lenovo Centre;2;6;78126497200;44;42949589;5;;
spb.lg-centre.com;LG Centre;2;6;78126497200;44;42949599;12;;
spb.meizu-centre.com;Meizu Centre;2;6;78126497200;44;42949604;20;;
spb.msi-centre.com;Msi Centre;2;6;78126497200;44;42949609;8;;
spb.nikon-centre.com;Nikon Centre;2;6;78126497200;44;42949624;22;;
spb.nokia-centre.com;Nokia Centre;2;6;78126497200;44;42949634;11;;
spb.samsung-centre.com;Samsung Centre;2;6;78126497200;44;42949644;2;;
spb.sony-centre.com;Sony Centre;2;6;78126497200;44;42949654;1;;
spb.toshiba-centre.com;Toshiba Centre;2;6;78126497200;44;42949659;7;;
spb.xiaomi-centre.com;Xiaomi Centre;2;6;78126497200;44;42949664;18;;
rnd.acer-centre.com;Acer Centre;2;12;78633100568;45;42949674;4;;
rnd.apple.centre.services;Apple Centre;2;12;78633100568;45;42949689;21;;
rnd.asus-centre.com;Asus Centre;2;12;78633100568;45;42949694;3;;
rnd.canon-centre.com;Сanon Centre;2;12;78633100568;45;42949704;23;;
rnd.dell.centre.services;Dell Centre;2;12;78633100568;45;42949714;9;;
rnd.hp-centre.com;HP Centre;2;12;78633100568;45;42949734;6;;
rnd.htc-centre.com;HTC Centre;2;12;78633100568;45;42949739;10;;
rnd.huawei-centre.com;Huawei Centre;2;12;78633100568;45;42949754;17;;
rnd.lenovo-centre.com;Lenovo Centre;2;12;78633100568;45;42949764;5;;
rnd.lg-centre.com;LG Centre;2;12;78633100568;45;42949774;12;;
rnd.meizu-centre.com;Meizu Centre;2;12;78633100568;45;42949784;20;;
rnd.msi-centre.com;Msi Centre;2;12;78633100568;45;42949799;8;;
rnd.nikon-centre.com;Nikon Centre;2;12;78633100568;45;42949814;22;;
rnd.nokia-centre.com;Nokia Centre;2;12;78633100568;45;42949819;11;;
rnd.samsung-centre.com;Samsung Centre;2;12;78633100568;45;42949834;2;;
rnd.sony-centre.com;Sony Centre;2;12;78633100568;45;42949849;1;;
rnd.toshiba-centre.com;Toshiba Centre;2;12;78633100568;45;42949859;7;;
rnd.xiaomi-centre.com;Xiaomi Centre;2;12;78633100568;45;42949869;18;;
nsk.acer-centre.com;Acer Centre;2;9;73832842262;46;42949874;4;;
nsk.apple.centre.services;Apple Centre;2;9;73832842262;46;42949889;21;;
nsk.asus-centre.com;Asus Centre;2;9;73832842262;46;42949914;3;;
nsk.canon-centre.com;Сanon Centre;2;9;73832842262;46;42949919;23;;
nsk.dell.centre.services;Dell Centre;2;9;73832842262;46;42949934;9;;
nsk.hp-centre.com;HP Centre;2;9;73832842262;46;42949944;6;;
nsk.htc-centre.com;HTC Centre;2;9;73832842262;46;42949964;10;;
nsk.huawei-centre.com;Huawei Centre;2;9;73832842262;46;42949984;17;;
nsk.lenovo-centre.com;Lenovo Centre;2;9;73832842262;46;42949989;5;;
nsk.lg-centre.com;LG Centre;2;9;73832842262;46;42949994;12;;
nsk.meizu-centre.com;Meizu Centre;2;9;73832842262;46;42950004;20;;
nsk.msi-centre.com;Msi Centre;2;9;73832842262;46;42950014;8;;
nsk.nikon-centre.com;Nikon Centre;2;9;73832842262;46;42950074;22;;
nsk.nokia-centre.com;Nokia Centre;2;9;73832842262;46;42950034;11;;
nsk.samsung-centre.com;Samsung Centre;2;9;73832842262;46;42950084;2;;
nsk.sony-centre.com;Sony Centre;2;9;73832842262;46;42950089;1;;
nsk.toshiba-centre.com;Toshiba Centre;2;9;73832842262;46;42950124;7;;
nsk.xiaomi-centre.com;Xiaomi Centre;2;9;73832842262;46;42950134;18;;
ufa.acer-centre.com;Acer Centre;2;22;73472250405;47;42950144;4;;
ufa.apple.centre.services;Apple Centre;2;22;73472250405;47;42950159;21;;
ufa.asus-centre.com;Asus Centre;2;22;73472250405;47;42950174;3;;
ufa.canon-centre.com;Сanon Centre;2;22;73472250405;47;42950194;23;;
ufa.dell.centre.services;Dell Centre;2;22;73472250405;47;42950204;9;;
ufa.hp-centre.com;HP Centre;2;22;73472250405;47;42950209;6;;
ufa.htc-centre.com;HTC Centre;2;22;73472250405;47;42950229;10;;
ufa.huawei-centre.com;Huawei Centre;2;22;73472250405;47;42950244;17;;
ufa.lenovo-centre.com;Lenovo Centre;2;22;73472250405;47;42950259;5;;
ufa.lg-centre.com;LG Centre;2;22;73472250405;47;42950269;12;;
ufa.meizu-centre.com;Meizu Centre;2;22;73472250405;47;42950284;20;;
