irk.acer.russia.expert;Acer Russia;Асер Россия;1;59;73952799426;168;47569021;4
irk.alcatel.russia.expert;Alcatel Russia;Alcatel Россия;1;59;73952799426;168;47569036;14
irk.apple.russia.expert;Apple Russia;Эпл Россия;1;59;73952799426;168;47569039;21
irk.asus.russia.expert;Asus Russia;Асус Россия;1;59;73952799426;168;47569048;3
irk.canon.russia.expert;Canon Russia;Кэнон Россия;1;59;73952799426;168;47569054;23
irk.notebook-russia.com;Dell Russia;Делл Россия;1;59;73952799426;168;47569060;9
irk.fly.russia.expert;Fly Russia;Флай Россия;1;59;73952799426;168;47569069;16
irk.hp.russia.expert;HP Russia;НР Россия;1;59;73952799426;168;47569072;6
irk.htc.russia.expert;HTC Russia;НТС Россия;1;59;73952799426;168;47569075;10
irk.huawei.russia.expert;Huawei Russia;Хуавей Россия;1;59;73952799426;168;47569081;17
irk.lenovo.russia.expert;Lenovo Russia;Леново Россия;1;59;73952799426;168;47569087;5
irk.lg.russia.expert;LG Russia;LG Россия ;1;59;73952799426;168;47569093;12
irk.meizu.russia.expert;Meizu Russia;Мейзу Россия;1;59;73952799426;168;47569099;20
irk.msi.russia.expert;MSI Russia;MSI Россия;1;59;73952799426;168;47569105;8
irk.nikon.russia.expert;Nikon Russia;Никон Россия;1;59;73952799426;168;47569114;22
irk.nokia.russia.expert;Nokia Russia;Нокиа Россия;1;59;73952799426;168;47569117;11
irk.smrussia.com;Samsung Russia;Самсунг Россия;1;59;73952799426;168;47569120;2
irk.sony.russia.expert;Sony Russia;Сони Россия;1;59;73952799426;168;47569129;1
irk.toshiba.russia.expert;Toshiba Russia;Тошиба Россия;1;59;73952799426;168;47569135;7
irk.xiaomi.russia.expert;Xiaomi Russia;Ксиаоми Россия;1;59;73952799426;168;47569138;18
irk.zte.russia.expert;ZTE Russia;ЗТЕ Россия;1;59;73952799426;168;47569141;66
