568;Zenpad
569;Zenpad
570;Zenpad
571;Zenpad
572;Zenpad
573;Zenpad
574;Zenpad
575;Zenpad
576;Zenpad
577;Zenpad
578;Zenpad
579;Zenpad
580;Zenpad
581;Zenfone
582;Zenfone
583;Zenfone
585;Zenfone
586;Zenfone
587;Zenfone
588;Zenfone
589;Zenfone
590;Zenfone
591;Zenfone
592;Zenfone
593;Zenfone
594;Zenfone
595;Zenfone
596;Zenfone
597;Zenfone
599;Zenfone
600;Zenfone
601;Zenfone
602;Zenfone
603;Zenfone
604;Zenfone
605;Zenfone
606;Zenfone
505;Zenbook
506;Zenbook
507;Zenbook
508;Zenbook
509;Zenbook
510;Zenbook
511;Zenbook
512;Zenbook
513;Zenbook
514;Zenbook
515;Zenbook
516;Zenbook
517;Zenbook
518;Zenbook
519;Zenbook
520;Zenbook
521;Zenbook
522;Zenbook
523;Zenbook
524;Zenbook
525;Zenbook
526;Zenbook
527;Zenbook
528;Zenbook
529;Zenbook
530;Zenbook
531;Zenbook
532;Zenbook
533;Zenbook
534;Zenbook
1780;Yoga Tablet
1781;Yoga Tablet
740;Xps
741;Xps
742;Xps
743;Xps
744;Xps
2581;XPS
2591;XPS
2257;Xperia Z
2258;Xperia Z
2259;Xperia Z
2260;Xperia Z
2261;Xperia Z
2262;Xperia Z
2263;Xperia Z
2291;Xperia Z
2292;Xperia Z
2293;Xperia Z
2273;Xperia XA
2274;Xperia XA
2275;Xperia XA
2276;Xperia XA
2277;Xperia XA
2278;Xperia XA
2279;Xperia XA
2280;Xperia XZ
2281;Xperia XZ
2282;Xperia XZ
2283;Xperia XZ
2268;Xperia X
2269;Xperia X
2270;Xperia X
2271;Xperia X
2272;Xperia X
2289;Xperia Tablet
2290;Xperia Tablet
2266;Xperia M
2267;Xperia M
2264;Xperia L
2265;Xperia L
2256;Xperia H
2255;Xperia E
2254;Xperia E
736;Vostro
737;Vostro
738;Vostro
739;Vostro
565;Vivotab
566;Vivotab
567;Vivotab
1728;Vibe
1729;Vibe
1730;Vibe
1731;Vibe
1732;Vibe
1733;Vibe
1734;Vibe
1735;Vibe
1736;Vibe
1737;Vibe
1738;Vibe
1739;Vibe
1740;Vibe
1741;Vibe
1742;Vibe
1743;Vibe
1744;Vibe
1745;Vibe
1746;Vibe
1747;Vibe
2252;Vaio Fit
2253;Vaio Fit
2239;Vaio
2240;Vaio
2241;Vaio
2242;Vaio
2243;Vaio
2244;Vaio
2245;Vaio
2246;Vaio
2247;Vaio
2248;Vaio
2249;Vaio
2250;Vaio
2251;Vaio
108;Travelmate
109;Travelmate
110;Travelmate
111;Travelmate
112;Travelmate
113;Travelmate
1750;Tab
1751;Tab
1752;Tab
1753;Tab
1754;Tab
1755;Tab
1756;Tab
1757;Tab
1758;Tab
1759;Tab
1760;Tab
1761;Tab
1762;Tab
1763;Tab
1764;Tab
1765;Tab
1766;Tab
1767;Tab
1768;Tab
1769;Tab
1770;Tab
1771;Tab
1772;Tab
2413;Satellite
2414;Satellite
2415;Satellite
2416;Satellite
2419;Satellite
2470;Redmi
2471;Redmi
2472;Redmi
2473;Redmi
2474;Redmi
2475;Redmi
2476;Redmi
2477;Redmi
2478;Redmi
2479;Redmi
2480;Redmi
2481;Redmi
2482;Redmi
2483;Redmi
2484;Redmi
2485;Redmi
2486;Redmi
2487;Redmi
2488;Redmi
2489;Redmi
2490;Redmi
2491;Redmi
2492;Redmi
2493;Redmi
1227;ProBook
1228;ProBook
1229;ProBook
1230;ProBook
1231;ProBook
1232;ProBook
1233;ProBook
1234;ProBook
1235;ProBook
1236;ProBook
1237;ProBook
1238;ProBook
1239;ProBook
1240;ProBook
1241;ProBook
1242;ProBook
1243;ProBook
1244;ProBook
1245;ProBook
1246;ProBook
1247;ProBook
1248;ProBook
1249;ProBook
1250;ProBook
1251;ProBook
1252;ProBook
1253;ProBook
1254;ProBook
1255;ProBook
1256;ProBook
1257;ProBook
1258;ProBook
1259;ProBook
1225;Pavilion
1226;Pavilion
2621;Pavilion
2624;Pavilion
2629;Pavilion
2632;Pavilion
2638;Pavilion
2639;Pavilion
2641;Pavilion
2642;Pavilion
2646;Pavilion
2651;Pavilion
2656;Pavilion
2659;Pavilion
2660;Pavilion
2662;Pavilion
2663;Pavilion
2667;Pavilion
2671;Pavilion
2676;Pavilion
2678;Pavilion
607;Padfone
1340;P
1341;P
1346;P
1347;P
1353;P
1371;P
552;Nexus
1831;Mx
1832;Mx
1833;Mx
1834;Mx
1835;Mx
1748;Miix
1749;Miix
2445;Mi
2446;Mi
2447;Mi
2448;Mi
2449;Mi
2450;Mi
2451;Mi
2452;Mi
2453;Mi
2454;Mi
2455;Mi
2456;Mi
2457;Mi
2458;Mi
2459;Mi
2460;Mi
2461;Mi
2462;Mi
2463;Mi
2464;Mi
2465;Mi
2466;Mi
2467;Mi
2468;Mi
2469;Mi
542;Memo Pad
543;Memo Pad
544;Memo Pad
545;Memo Pad
546;Memo Pad
547;Memo Pad
548;Memo Pad
549;Memo Pad
550;Memo Pad
551;Memo Pad
1306;Mediapad
1307;Mediapad
1308;Mediapad
1309;Mediapad
1310;Mediapad
1311;Mediapad
1312;Mediapad
1313;Mediapad
1314;Mediapad
1315;Mediapad
1316;Mediapad
1317;Mediapad
1318;Mediapad
1319;Mediapad
1320;Mediapad
1321;Mediapad
1322;Mediapad
1323;Mediapad
1324;Mediapad
1325;Mediapad
1326;Mediapad
1327;Mediapad
230;MacBook Pro
231;MacBook Pro
232;MacBook Pro
233;MacBook Pro
234;MacBook Pro
235;MacBook Pro
236;MacBook Pro
237;MacBook Pro
238;MacBook Pro
239;MacBook Pro
212;iPad Pro
213;iPad Pro
214;iPad Pro
209;iPad Mini
210;iPad Mini
211;iPad Mini
208;iPad Air
675;Inspiron
676;Inspiron
677;Inspiron
678;Inspiron
679;Inspiron
680;Inspiron
681;Inspiron
682;Inspiron
683;Inspiron
684;Inspiron
685;Inspiron
686;Inspiron
687;Inspiron
688;Inspiron
689;Inspiron
690;Inspiron
691;Inspiron
692;Inspiron
693;Inspiron
694;Inspiron
695;Inspiron
696;Inspiron
697;Inspiron
698;Inspiron
699;Inspiron
700;Inspiron
701;Inspiron
702;Inspiron
703;Inspiron
704;Inspiron
705;Inspiron
706;Inspiron
2578;Inspiron
2580;Inspiron
2582;Inspiron
2583;Inspiron
2587;Inspiron
2589;Inspiron
2592;Inspiron
2593;Inspiron
1611;Ideapad
1612;Ideapad
1613;Ideapad
1614;Ideapad
1615;Ideapad
1616;Ideapad
1617;Ideapad
1618;Ideapad
1619;Ideapad
1620;Ideapad
1621;Ideapad
1622;Ideapad
1623;Ideapad
1624;Ideapad
1625;Ideapad
201;Iconia Talk
202;Iconia Talk
203;Iconia Talk
176;Iconia Tab
177;Iconia Tab
178;Iconia Tab
179;Iconia Tab
180;Iconia Tab
181;Iconia Tab
182;Iconia Tab
183;Iconia Tab
184;Iconia Tab
185;Iconia Tab
186;Iconia Tab
187;Iconia Tab
188;Iconia Tab
189;Iconia Tab
190;Iconia Tab
191;Iconia Tab
192;Iconia Tab
193;Iconia Tab
194;Iconia Tab
195;Iconia Tab
196;Iconia Tab
197;Iconia Tab
198;Iconia Tab
199;Iconia Tab
200;Iconia Tab
172;Iconia One
173;Iconia One
174;Iconia One
175;Iconia One
1332;Honor
1334;Honor
1335;Honor
1336;Honor
1337;Honor
1338;Honor
1339;Honor
1349;Honor
1350;Honor
1357;Honor
1359;Honor
1360;Honor
1365;Honor
1367;Honor
1370;Honor
1372;Honor
1374;Honor
1375;Honor
1362;G
537;Fonepad
538;Fonepad
539;Fonepad
540;Fonepad
541;Fonepad
2613;ENVY
2633;ENVY
2634;ENVY
1260;EliteBook
1261;EliteBook
1262;EliteBook
1263;EliteBook
1264;EliteBook
1265;EliteBook
1266;EliteBook
317;Eee Pc
318;Eee Pc
319;Eee Pc
1281;Desire
1282;Desire
1283;Desire
1284;Desire
1285;Desire
1286;Desire
1287;Desire
1288;Desire
1289;Desire
1290;Desire
1291;Desire
1292;Desire
1293;Desire
1294;Desire
1295;Desire
1296;Desire
1297;Desire
1298;Desire
1299;Desire
1300;Desire
31;Aspire
32;Aspire
33;Aspire
34;Aspire
35;Aspire
36;Aspire
37;Aspire
38;Aspire
39;Aspire
40;Aspire
41;Aspire
